timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1693993173789,1,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,2187,0,5,5,null,0,0,0
1693993173789,1,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,1249,0,5,5,null,0,0,0
1693993173758,59,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,4538,603,5,5,null,0,0,0
1693993173758,59,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-2,text,true,,2379,603,5,5,https://testslotegrator.com/api/automationTask/getOne,59,0,0
1693993173817,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1974,0,5,5,null,0,0,0
1693993173817,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,2159,0,5,5,null,0,0,0
1693993173817,0,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1235,0,5,5,null,0,0,0
1693993173772,58,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,4578,603,5,5,null,0,1,0
1693993173772,58,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-1,text,true,,2391,603,5,5,https://testslotegrator.com/api/automationTask/getOne,58,0,0
1693993173830,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1986,0,5,5,null,0,0,0
1693993173830,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,2187,0,5,5,null,0,0,0
1693993173830,0,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1249,0,5,5,null,0,0,0
1693993173787,59,4. Запросить данные всех пользователей и отсортировать их по имени,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,3084,560,5,5,null,0,0,0
1693993173787,59,/api/automationTask/getAll,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,3084,560,5,5,https://testslotegrator.com/api/automationTask/getAll,58,0,0
1693993173846,0,/api/automationTask/getAll-0,,,jp@gc - Ultimate Thread Group 1-3,,true,,1411,0,0,0,null,0,0,0
1693993173790,70,1. Получить токен пользователя ,Non HTTP response code: java.net.SocketException,,jp@gc - Ultimate Thread Group 1-4,,false,,2935,0,6,6,null,0,0,0
1693993173790,70,/api/tester/login,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,jp@gc - Ultimate Thread Group 1-4,text,false,,2935,0,6,6,https://testslotegrator.com/api/tester/login,0,0,70
1693993173831,32,1. Получить токен пользователя ,Non HTTP response code: java.net.SocketException,,jp@gc - Ultimate Thread Group 1-1,,false,,2581,0,5,5,null,0,0,0
1693993173831,32,/api/tester/login,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,jp@gc - Ultimate Thread Group 1-1,text,false,,2581,0,6,6,https://testslotegrator.com/api/tester/login,0,0,32
1693993173773,91,1. Получить токен пользователя ,Non HTTP response code: java.net.SocketException,,jp@gc - Ultimate Thread Group 1-5,,false,,2935,0,4,4,null,0,0,0
1693993173773,91,/api/tester/login,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,jp@gc - Ultimate Thread Group 1-5,text,false,,2935,0,4,4,https://testslotegrator.com/api/tester/login,0,0,91
1693993173817,48,1. Получить токен пользователя ,Non HTTP response code: java.net.SocketException,,jp@gc - Ultimate Thread Group 1-2,,false,,2581,0,3,3,null,0,0,0
1693993173817,48,/api/tester/login,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,jp@gc - Ultimate Thread Group 1-2,text,false,,2581,0,3,3,https://testslotegrator.com/api/tester/login,0,0,48
1693993173847,18,1. Получить токен пользователя ,Non HTTP response code: java.net.SocketException,,jp@gc - Ultimate Thread Group 1-3,,false,,2581,0,2,2,null,0,0,0
1693993173847,18,/api/tester/login,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,jp@gc - Ultimate Thread Group 1-3,text,false,,2581,0,3,3,https://testslotegrator.com/api/tester/login,0,0,18
1693993173868,1030,5. Удалить всех ранее созданных пользователей,200,"Number of samples in transaction : 12, number of failing samples : 0",Очистка тестовых данных  1-1,,true,,10944,7675,1,1,null,0,2,262
1693993173868,322,/api/tester/login,201,Created,Очистка тестовых данных  1-1,text,true,,2760,312,1,1,https://testslotegrator.com/api/tester/login,322,0,262
1693993174190,0,/api/tester/login-0,200,OK,Очистка тестовых данных  1-1,text,true,,1662,0,1,1,null,0,0,0
1693993174191,61,/api/automationTask/getAll,200,OK,Очистка тестовых данных  1-1,text,true,,3614,943,1,1,https://testslotegrator.com/api/automationTask/getAll,59,0,0
1693993174252,0,/api/automationTask/getAll-0,200,OK,Очистка тестовых данных  1-1,text,true,,1941,0,1,1,null,0,0,0
1693993174252,68,/api/automationTask/deleteOne/64f848d215ea3d2a62aae64e,200,OK,Очистка тестовых данных  1-1,text,true,,457,642,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f848d215ea3d2a62aae64e,68,0,0
1693993174321,63,/api/automationTask/deleteOne/64f848d215ea3d2a62aae64f,200,OK,Очистка тестовых данных  1-1,text,true,,457,642,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f848d215ea3d2a62aae64f,63,0,0
1693993174384,64,/api/automationTask/deleteOne/64f848d315ea3d2a62aae650,200,OK,Очистка тестовых данных  1-1,text,true,,457,642,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f848d315ea3d2a62aae650,64,0,0
1693993174448,64,/api/automationTask/deleteOne/64f848d315ea3d2a62aae651,200,OK,Очистка тестовых данных  1-1,text,true,,457,642,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f848d315ea3d2a62aae651,64,0,0
1693993174512,65,/api/automationTask/deleteOne/64f848d315ea3d2a62aae652,200,OK,Очистка тестовых данных  1-1,text,true,,457,642,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f848d315ea3d2a62aae652,65,0,0
1693993174577,70,/api/automationTask/deleteOne/64f848d315ea3d2a62aae653,200,OK,Очистка тестовых данных  1-1,text,true,,457,642,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f848d315ea3d2a62aae653,70,0,0
1693993174647,64,/api/automationTask/deleteOne/64f848d415ea3d2a62aae654,200,OK,Очистка тестовых данных  1-1,text,true,,457,642,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f848d415ea3d2a62aae654,64,0,0
1693993174711,63,/api/automationTask/deleteOne/64f848d415ea3d2a62aae655,200,OK,Очистка тестовых данных  1-1,text,true,,457,642,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f848d415ea3d2a62aae655,63,0,0
1693993174775,62,/api/automationTask/deleteOne/64f848d515ea3d2a62aae656,200,OK,Очистка тестовых данных  1-1,text,true,,457,642,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f848d515ea3d2a62aae656,62,0,0
1693993174837,64,/api/automationTask/deleteOne/64f848d615ea3d2a62aae657,200,OK,Очистка тестовых данных  1-1,text,true,,457,642,1,1,https://testslotegrator.com/api/automationTask/deleteOne/64f848d615ea3d2a62aae657,64,0,0
1693993174901,60,6. Запросить список всех пользователей и убедиться что он пустой ,200,"Number of samples in transaction : 1, number of failing samples : 0",Очистка тестовых данных  1-1,,true,,259,546,1,1,null,0,1,0
1693993174902,60,/api/automationTask/getAll,200,OK,Очистка тестовых данных  1-1,text,true,,259,546,1,1,https://testslotegrator.com/api/automationTask/getAll?userIds_matchNr=0,60,0,0
